"","p1_depth","p2_depth","result","time","0","1","2","3","4","5","6","7","8","9"
322,3,4,"draw",0.032992157000002464,"         ","    x    ","o   x    ","o   xx   ","o  oxx   ","o  oxxx  ","o ooxxx  ","oxooxxx  ","oxooxxxo ","oxooxxxox"
323,3,4,"draw",0.03397486200000088,"         ","    x    ","o   x    ","o   x   x","o   x o x","o  xx o x","o  xxoo x","o xxxoo x","ooxxxoo x","ooxxxooxx"
324,3,4,"draw",0.033783746000004555,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","oxo x x  ","oxo x xo ","oxo xxxo ","oxooxxxo ","oxooxxxox"
325,3,4,"draw",0.03295391799999692,"         ","    x    ","    x o  ","    xxo  ","   oxxo  ","x  oxxo  ","x  oxxo o","x  oxxoxo","xo oxxoxo","xoxoxxoxo"
326,3,4,"draw",0.033550519000002055,"         ","    x    ","    x   o","    x  xo"," o  x  xo"," o  xx xo"," o oxx xo"," o oxxxxo"," oooxxxxo","xoooxxxxo"
327,3,4,"draw",0.03365835800000383,"         ","    x    ","    x o  ","  x x o  ","  x x o o","  x x oxo"," ox x oxo"," oxxx oxo"," oxxxooxo","xoxxxooxo"
328,3,4,"draw",0.03299806199999722,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xoxox oxo","xoxoxxoxo"
329,3,4,"draw",0.0336344659999952,"         ","    x    ","o   x    ","o   x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxo xoxox","oxoxxoxox"
330,3,5,"draw",0.09198257700000312,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o xxx o  ","o xxxoo  ","o xxxoox ","ooxxxoox ","ooxxxooxx"
331,3,5,"draw",0.09132494700000393,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
332,3,5,"draw",0.09132111699999967,"         ","    x    ","    x   o"," x  x   o"," x  x  oo"," x  x xoo"," xo x xoo"," xo xxxoo"," xooxxxoo","xxooxxxoo"
333,3,5,"draw",0.09224427400000224,"         ","    x    ","    x   o","    xx  o","   oxx  o","   oxxx o","  ooxxx o","x ooxxx o","xoooxxx o","xoooxxxxo"
334,3,5,"draw",0.09071305999999879,"         ","    x    ","o   x    ","o   xx   ","o  oxx   ","o  oxxx  ","o ooxxx  ","oxooxxx  ","oxooxxxo ","oxooxxxox"
335,3,5,"draw",0.09082833499999765,"         ","    x    ","o   x    ","o   xx   ","o  oxx   ","o  oxxx  ","o ooxxx  ","oxooxxx  ","oxooxxxo ","oxooxxxox"
336,3,5,"draw",0.0908204289999972,"         ","    x    ","    x o  ","    xxo  ","   oxxo  ","x  oxxo  ","x  oxxo o","x  oxxoxo","xo oxxoxo","xoxoxxoxo"
337,3,5,"draw",0.09166547099999889,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o xx  o","x ooxx  o","x ooxxx o","xoooxxx o","xoooxxxxo"
338,3,5,"draw",0.09370303000000035,"         ","    x    ","    x o  ","    x ox "," o  x ox ","xo  x ox ","xo  x oxo","xo xx oxo","xo xxooxo","xoxxxooxo"
339,3,5,"draw",0.09382366399999853,"         ","    x    ","  o x    ","  o x x  ","  o x x o","  o xxx o","  ooxxx o","  ooxxxxo"," oooxxxxo","xoooxxxxo"
340,3,5,"draw",0.0931669020000001,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o xx  o","x ooxx  o","xxooxx  o","xxooxx oo","xxooxxxoo"
341,3,5,"draw",0.0932214170000023,"         ","    x    ","    x o  ","   xx o  ","   xxoo  "," x xxoo  "," x xxooo "," x xxooox","ox xxooox","oxxxxooox"
342,3,5,"draw",0.09362295600000436,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o xxx o  ","o xxxoo  ","o xxxoox ","ooxxxoox ","ooxxxooxx"
343,3,5,"draw",0.09553305400000056,"         ","    x    ","    x   o","    x  xo"," o  x  xo"," o  xx xo"," o oxx xo"," o oxxxxo"," oooxxxxo","xoooxxxxo"
344,3,5,"draw",0.09796200699999957,"         ","    x    ","    x o  ","    x ox "," o  x ox "," ox x ox ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
345,3,6,"draw",0.22840962200000092,"         ","    x    ","    x   o","x   x   o","x o x   o","x o xx  o","x ooxx  o","x ooxx xo","xoooxx xo","xoooxxxxo"
346,3,6,"draw",0.2305624300000062,"         ","    x    ","    x o  ","    x o x","o   x o x","o  xx o x","o  xxoo x","o  xxooxx","oo xxooxx","ooxxxooxx"
347,3,6,"draw",0.24505013899999994,"         ","    x    ","    x   o","   xx   o","   xxo  o","  xxxo  o","  xxxoo o","  xxxooxo"," oxxxooxo","xoxxxooxo"
348,3,6,"draw",0.22199466499999687,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
349,3,6,"draw",0.22151660799999462,"         ","    x    ","    x   o"," x  x   o"," x  x  oo"," x  x xoo"," xo x xoo"," xo xxxoo"," xooxxxoo","xxooxxxoo"
350,3,6,"draw",0.22219490500000205,"         ","    x    ","  o x    ","  o x  x "," oo x  x ","xoo x  x ","xoo x  xo","xoo xx xo","xoooxx xo","xoooxxxxo"
351,3,6,"draw",0.22081238599999864,"         ","    x    ","  o x    ","  o x  x "," oo x  x ","xoo x  x ","xoo x  xo","xoo xx xo","xoooxx xo","xoooxxxxo"
352,3,6,"o",0.2240437660000012,"         ","    x    ","    x o  ","    x ox "," o  x ox "," o  x oxx","oo  x oxx","oo  xxoxx","ooo xxoxx",""
353,3,6,"draw",0.22354153100000218,"         ","    x    ","    x   o","   xx   o","   xxo  o","  xxxo  o","  xxxoo o","  xxxooxo"," oxxxooxo","xoxxxooxo"
354,3,6,"draw",0.2240521330000007,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo"," oxxx oxo"," oxxxooxo","xoxxxooxo"
355,3,6,"draw",0.22485435400000142,"         ","    x    ","o   x    ","o  xx    ","o  xxo   ","o  xxo  x","o  xxoo x","ox xxoo x","ox xxooox","oxxxxooox"
356,3,6,"draw",0.22468468900000005,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","oxo x x  ","oxo x xo ","oxo x xox","oxo xoxox","oxoxxoxox"
357,3,6,"draw",0.22713634600000177,"         ","    x    ","o   x    ","o   x   x","o   x o x","o  xx o x","o  xxoo x","ox xxoo x","ox xxooox","oxxxxooox"
358,3,6,"draw",0.22590740500000095,"         ","    x    ","  o x    "," xo x    "," xo x  o "," xoxx  o "," xoxxo o "," xoxxo ox","oxoxxo ox","oxoxxoxox"
359,3,6,"draw",0.22422364599999867,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xo xx oxo","xo xxooxo","xoxxxooxo"
360,3,7,"draw",0.3771460570000045,"         ","    x    ","    x o  ","    xxo  ","   oxxo  ","x  oxxo  ","x  oxxo o","x  oxxoxo","xo oxxoxo","xoxoxxoxo"
361,3,7,"draw",0.38057722799999993,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo","xox x oxo","xox xooxo","xoxxxooxo"
362,3,7,"draw",0.38983567700000066,"         ","    x    ","    x   o","    xx  o","   oxx  o","   oxxx o","  ooxxx o","  ooxxxxo"," oooxxxxo","xoooxxxxo"
363,3,7,"draw",0.37440909299999703,"         ","    x    ","  o x    ","  o x   x","o o x   x","oxo x   x","oxo x  ox","oxo xx ox","oxooxx ox","oxooxxxox"
364,3,7,"draw",0.3772596450000023,"         ","    x    ","    x o  ","    x ox "," o  x ox "," ox x ox "," ox x oxo"," oxxx oxo"," oxxxooxo","xoxxxooxo"
365,3,7,"draw",0.37554018600000205,"         ","    x    ","  o x    ","  o xx   ","  ooxx   ","x ooxx   ","x ooxx  o","x ooxx xo","xoooxx xo","xoooxxxxo"
366,3,7,"o",0.38131831400000493,"         ","    x    ","    x o  ","   xx o  ","   xxoo  ","x  xxoo  ","x  xxoo o","x xxxoo o","x xxxoooo",""
367,3,7,"draw",0.3825744169999936,"         ","    x    ","  o x    "," xo x    "," xo x  o "," xo x xo ","oxo x xo ","oxo xxxo ","oxooxxxo ","oxooxxxox"
368,3,7,"draw",0.37866350400000215,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xo  xxoxo","xo oxxoxo","xoxoxxoxo"
369,3,7,"draw",0.3744900260000037,"         ","    x    ","  o x    ","  o x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxoox xox","oxooxxxox"
370,3,7,"draw",0.3739772000000059,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo"," ox xxoxo"," oxoxxoxo","xoxoxxoxo"
371,3,7,"draw",0.3739410400000054,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo","xox x oxo","xox xooxo","xoxxxooxo"
372,3,7,"draw",0.3726340979999989,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
373,3,7,"draw",0.37584196499999933,"         ","    x    ","o   x    ","ox  x    ","ox  x  o ","ox  xx o ","ox oxx o ","ox oxxxo ","oxooxxxo ","oxooxxxox"
374,3,7,"draw",0.37550949499999575,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xo xx oxo","xo xxooxo","xoxxxooxo"
375,3,8,"draw",0.45825004699999994,"         ","    x    ","    x o  ","    x o x","o   x o x","o  xx o x","o  xxoo x","o xxxoo x","ooxxxoo x","ooxxxooxx"
376,3,8,"draw",0.4537783560000008,"         ","    x    ","  o x    ","  o x  x "," oo x  x ","xoo x  x ","xoo x  xo","xoo xx xo","xoooxx xo","xoooxxxxo"
377,3,8,"draw",0.45499632299999604,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo"," ox xxoxo"," oxoxxoxo","xoxoxxoxo"
378,3,8,"draw",0.4552032130000043,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo"," ox xxoxo"," oxoxxoxo","xoxoxxoxo"
379,3,8,"draw",0.45639736300000067,"         ","    x    ","    x o  ","   xx o  ","   xxoo  "," x xxoo  "," x xxooo "," x xxooox","ox xxooox","oxxxxooox"
380,3,8,"draw",0.4639188630000035,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
381,3,8,"draw",0.4677432210000063,"         ","    x    ","o   x    ","o   xx   ","o  oxx   ","o  oxxx  ","o ooxxx  ","oxooxxx  ","oxooxxxo ","oxooxxxox"
382,3,8,"draw",0.4599161149999986,"         ","    x    ","    x   o","x   x   o","x o x   o","x o xx  o","x ooxx  o","x ooxx xo","xoooxx xo","xoooxxxxo"
383,3,8,"draw",0.4570160159999972,"         ","    x    ","    x   o"," x  x   o"," x  x  oo"," x  x xoo"," xo x xoo"," xo xxxoo"," xooxxxoo","xxooxxxoo"
384,3,8,"draw",0.4578587410000097,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o xx  o","x ooxx  o","x ooxxx o","xoooxxx o","xoooxxxxo"
385,3,8,"draw",0.45749338699999953,"         ","    x    ","    x   o"," x  x   o"," x  x  oo"," x  x xoo"," xo x xoo"," xo xxxoo"," xooxxxoo","xxooxxxoo"
386,3,8,"draw",0.46052265800000214,"         ","    x    ","    x   o","    x x o","  o x x o","  o xxx o","  ooxxx o","  ooxxxxo"," oooxxxxo","xoooxxxxo"
387,3,8,"draw",0.4563284070000009,"         ","    x    ","    x o  "," x  x o  "," x  x oo "," x  x oox","ox  x oox","ox xx oox","ox xxooox","oxxxxooox"
388,3,8,"draw",0.4567819039999961,"         ","    x    ","    x   o"," x  x   o"," x  x  oo"," x  x xoo"," xo x xoo"," xo xxxoo"," xooxxxoo","xxooxxxoo"
389,3,8,"draw",0.4600745340000003,"         ","    x    ","    x o  ","    x ox "," o  x ox "," o xx ox "," o xxoox "," oxxxoox "," oxxxooxo","xoxxxooxo"
390,3,9,"draw",0.466411640000004,"         ","    x    ","  o x    ","  o x x  ","  o x x o","  o xxx o","  ooxxx o"," xooxxx o"," xooxxxoo","xxooxxxoo"
391,3,9,"draw",0.461081980000003,"         ","    x    ","  o x    "," xo x    "," xo x  o "," xo xx o "," xooxx o "," xooxxxo ","oxooxxxo ","oxooxxxox"
392,3,9,"draw",0.4610689900000011,"         ","    x    ","    x o  "," x  x o  "," x  x oo "," x  x oox","ox  x oox","ox xx oox","ox xxooox","oxxxxooox"
393,3,9,"draw",0.4759506359999932,"         ","    x    ","    x o  ","    x ox "," o  x ox "," ox x ox ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
394,3,9,"draw",0.47136826099999496,"         ","    x    ","    x   o","    x  xo"," o  x  xo"," o xx  xo"," o xxo xo"," oxxxo xo"," oxxxooxo","xoxxxooxo"
395,3,9,"draw",0.4593333090000016,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo","xox x oxo","xoxox oxo","xoxoxxoxo"
396,3,9,"draw",0.4560360589999988,"         ","    x    ","    x o  ","    xxo  ","   oxxo  ","x  oxxo  ","x  oxxo o","x  oxxoxo","xo oxxoxo","xoxoxxoxo"
397,3,9,"draw",0.45695954100000336,"         ","    x    ","    x o  "," x  x o  "," x  x oo "," x  x oox","ox  x oox","ox xx oox","ox xxooox","oxxxxooox"
398,3,9,"draw",0.4589287189999993,"         ","    x    ","    x o  ","    x o x","o   x o x","o  xx o x","o  xxoo x","ox xxoo x","ox xxooox","oxxxxooox"
399,3,9,"draw",0.4592059889999973,"         ","    x    ","    x o  ","    x ox "," o  x ox "," o  xxox "," o oxxox ","xo oxxox ","xo oxxoxo","xoxoxxoxo"
400,3,9,"draw",0.45808668500001204,"         ","    x    ","    x o  ","    x o x","o   x o x","o  xx o x","o  xxoo x","ox xxoo x","ox xxooox","oxxxxooox"
401,3,9,"draw",0.46426167900000337,"         ","    x    ","o   x    ","o   x   x","o o x   x","oxo x   x","oxo x  ox","oxo xx ox","oxooxx ox","oxooxxxox"
402,3,9,"draw",0.45922860899999307,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo"," ox xxoxo"," oxoxxoxo","xoxoxxoxo"
403,3,9,"draw",0.4631695230000048,"         ","    x    ","    x o  ","    xxo  ","   oxxo  ","x  oxxo  ","x  oxxo o","x  oxxoxo","xo oxxoxo","xoxoxxoxo"
404,3,9,"draw",0.4594321029999975,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xoxox oxo","xoxoxxoxo"
405,4,1,"x",0.047095032000001424,"         ","    x    ","    x   o","    x  xo","o   x  xo","o   x xxo","o o x xxo","oxo x xxo","",""
406,4,1,"x",0.04735225799998943,"         ","    x    ","o   x    ","o   xx   ","o   xxo  ","o  xxxo  ","","","",""
407,4,1,"x",0.04760867699999949,"         ","    x    ","    x   o","   xx   o","   xx o o","   xx oxo","o  xx oxo","o xxx oxo","ooxxx oxo","ooxxxxoxo"
408,4,1,"x",0.04753081100000145,"         ","    x    ","  o x    ","  o x  x ","  o x ox ","x o x ox ","x o x oxo","x o xxoxo","x ooxxoxo","xxooxxoxo"
409,4,1,"x",0.04817325100000858,"         ","    x    ","  o x    ","  oxx    ","  oxx o  "," xoxx o  "," xoxx o o"," xoxxxo o","",""
410,4,1,"x",0.04677096999999719,"         ","    x    ","o   x    ","ox  x    ","ox  x o  ","ox  x ox ","","","",""
411,4,1,"x",0.04743891900000108,"         ","    x    ","  o x    ","  o xx   ","o o xx   ","oxo xx   ","oxo xxo  ","oxo xxox ","",""
412,4,1,"x",0.048538167000003796,"         ","    x    ","    x o  "," x  x o  "," xo x o  "," xo x o x","oxo x o x","oxoxx o x","oxoxx oox","oxoxxxoox"
413,4,1,"x",0.052526729999996746,"         ","    x    ","  o x    ","  o xx   ","  o xx  o","  oxxx  o","","","",""
414,4,1,"x",0.0489982590000011,"         ","    x    ","    x   o"," x  x   o"," xo x   o"," xo xx  o","oxo xx  o","oxoxxx  o","",""
415,4,1,"x",0.04787785999999983,"         ","    x    ","    x o  ","   xx o  ","   xx o o","   xx oxo","o  xx oxo","ox xx oxo","",""
416,4,1,"x",0.04785485499999709,"         ","    x    ","    x o  "," x  x o  "," xo x o  "," xo x o x","oxo x o x","oxo x oxx","",""
417,4,1,"x",0.04799238900000091,"         ","    x    ","  o x    "," xo x    ","oxo x    ","oxo xx   ","oxo xxo  ","oxo xxox ","",""
418,4,1,"x",0.04819727800000351,"         ","    x    ","    x o  ","    x ox ","    x oxo","    xxoxo","  o xxoxo","x o xxoxo","x ooxxoxo","xxooxxoxo"
419,4,1,"x",0.048329156999997736,"         ","    x    ","o   x    ","o  xx    ","o oxx    ","oxoxx    ","oxoxx o  ","oxoxx o x","oxoxxoo x","oxoxxooxx"
420,4,2,"draw",0.049701126000002205,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
421,4,2,"draw",0.050304175000007945,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
422,4,2,"draw",0.05475679300000991,"         ","    x    ","  o x    ","  o x  x "," oo x  x ","xoo x  x ","xoo x  xo","xoo xx xo","xoooxx xo","xoooxxxxo"
423,4,2,"draw",0.04903119799999445,"         ","    x    ","    x o  ","   xx o  ","   xxoo  ","   xxoo x","o  xxoo x","o  xxooxx","oo xxooxx","ooxxxooxx"
424,4,2,"draw",0.04843166199999871,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
425,4,2,"draw",0.04868110099999967,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
426,4,2,"draw",0.04894588100000874,"         ","    x    ","    x   o","   xx   o","   xxo  o","  xxxo  o","  xxxoo o","  xxxooxo"," oxxxooxo","xoxxxooxo"
427,4,2,"draw",0.047637061999992625,"         ","    x    ","o   x    ","o   x  x ","oo  x  x ","oox x  x ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
428,4,2,"draw",0.047673917000011556,"         ","    x    ","    x o  "," x  x o  "," x  x oo "," x  x oox","ox  x oox","ox xx oox","ox xxooox","oxxxxooox"
429,4,2,"draw",0.048083138999999164,"         ","    x    ","o   x    ","o   x  x ","oo  x  x ","oox x  x ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
430,4,2,"draw",0.04877442000000087,"         ","    x    ","  o x    "," xo x    "," xo x  o "," xo x  ox","oxo x  ox","oxo x xox","oxo xoxox","oxoxxoxox"
431,4,2,"draw",0.04823653999999067,"         ","    x    ","  o x    ","  o xx   ","  ooxx   ","x ooxx   ","x ooxx  o","x ooxx xo","xoooxx xo","xoooxxxxo"
432,4,2,"draw",0.0475702710000121,"         ","    x    ","o   x    ","o   x  x ","oo  x  x ","oox x  x ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
433,4,2,"draw",0.04832038099999636,"         ","    x    ","    x o  ","    x ox "," o  x ox ","xo  x ox ","xo  x oxo","xox x oxo","xoxox oxo","xoxoxxoxo"
434,4,2,"draw",0.04801731299998835,"         ","    x    ","    x   o"," x  x   o"," x  x  oo"," x  x xoo"," xo x xoo"," xo xxxoo"," xooxxxoo","xxooxxxoo"
435,4,3,"draw",0.052090517999999975,"         ","    x    ","    x o  ","    xxo  ","   oxxo  ","x  oxxo  ","x  oxxo o","x  oxxoxo","xo oxxoxo","xoxoxxoxo"
436,4,3,"draw",0.052366571999996836,"         ","    x    ","    x o  ","    xxo  ","   oxxo  ","x  oxxo  ","x  oxxo o","x  oxxoxo","xo oxxoxo","xoxoxxoxo"
437,4,3,"draw",0.052412674999999354,"         ","    x    ","o   x    ","o   x  x ","oo  x  x ","oox x  x ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
438,4,3,"draw",0.05263488299999608,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
439,4,3,"draw",0.052934819000000743,"         ","    x    ","    x o  ","    x ox "," o  x ox ","xo  x ox ","xo  x oxo","xo  xxoxo","xo oxxoxo","xoxoxxoxo"
440,4,3,"draw",0.052908979999997996,"         ","    x    ","    x   o","    x  xo"," o  x  xo"," ox x  xo"," ox x oxo"," oxxx oxo"," oxxxooxo","xoxxxooxo"
441,4,3,"draw",0.052071909999995114,"         ","    x    ","o   x    ","o   xx   ","o  oxx   ","o  oxxx  ","o ooxxx  ","oxooxxx  ","oxooxxxo ","oxooxxxox"
442,4,3,"draw",0.052923822000011,"         ","    x    ","    x o  ","   xx o  ","   xxoo  ","   xxoo x","o  xxoo x","o  xxooxx","oo xxooxx","ooxxxooxx"
443,4,3,"draw",0.05251157099999659,"         ","    x    ","o   x    ","o   xx   ","o  oxx   ","o  oxxx  ","o ooxxx  ","oxooxxx  ","oxooxxxo ","oxooxxxox"
444,4,3,"draw",0.05296752200000299,"         ","    x    ","  o x    ","  o xx   ","  ooxx   ","x ooxx   ","x ooxx  o","xxooxx  o","xxooxx oo","xxooxxxoo"
445,4,3,"draw",0.05225321799998994,"         ","    x    ","    x   o"," x  x   o"," x  x  oo"," x  x xoo"," xo x xoo"," xo xxxoo"," xooxxxoo","xxooxxxoo"
446,4,3,"draw",0.052977712000000565,"         ","    x    ","    x o  ","   xx o  ","   xxoo  ","   xxoo x","o  xxoo x","o xxxoo x","ooxxxoo x","ooxxxooxx"
447,4,3,"draw",0.053286953000011295,"         ","    x    ","o   x    ","ox  x    ","ox  x  o ","ox  x xo ","oxo x xo ","oxoxx xo ","oxoxxoxo ","oxoxxoxox"
448,4,3,"draw",0.05220499600000039,"         ","    x    ","o   x    ","o   xx   ","o  oxx   ","o  oxxx  ","o ooxxx  ","oxooxxx  ","oxooxxxo ","oxooxxxox"
449,4,3,"draw",0.05260328099998901,"         ","    x    ","o   x    ","o  xx    ","o  xxo   ","o xxxo   ","o xxxoo  ","o xxxoo x","o xxxooox","oxxxxooox"
450,4,4,"draw",0.07003472099999897,"         ","    x    ","    x o  "," x  x o  "," x  x oo "," x  x oox","ox  x oox","ox xx oox","ox xxooox","oxxxxooox"
451,4,4,"draw",0.07030847600000811,"         ","    x    ","  o x    ","  o x  x "," oo x  x ","xoo x  x ","xoo x  xo","xoo xx xo","xoooxx xo","xoooxxxxo"
452,4,4,"draw",0.0715061129999981,"         ","    x    ","    x   o","    xx  o","   oxx  o","   oxxx o","  ooxxx o","x ooxxx o","x ooxxxoo","xxooxxxoo"
453,4,4,"draw",0.0704409539999915,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
454,4,4,"draw",0.07116799899999648,"         ","    x    ","    x o  ","    x ox "," o  x ox ","xo  x ox ","xo  x oxo","xox x oxo","xox xooxo","xoxxxooxo"
455,4,4,"draw",0.07007717800000535,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
456,4,4,"draw",0.07052827999999067,"         ","    x    ","    x o  "," x  x o  "," x  x oo "," x  x oox","ox  x oox","ox xx oox","ox xxooox","oxxxxooox"
457,4,4,"draw",0.07030233500000804,"         ","    x    ","o   x    ","o   x  x ","oo  x  x ","oox x  x ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
458,4,4,"draw",0.07140399499999717,"         ","    x    ","    x o  ","    x ox "," o  x ox ","xo  x ox ","xo  x oxo","xo  xxoxo","xo oxxoxo","xoxoxxoxo"
459,4,4,"draw",0.07141242299999817,"         ","    x    ","    x o  ","   xx o  ","   xxoo  ","   xxoo x","o  xxoo x","o xxxoo x","ooxxxoo x","ooxxxooxx"
460,4,4,"draw",0.07087774500000421,"         ","    x    ","  o x    ","  o x  x "," oo x  x ","xoo x  x ","xoo x  xo","xoo xx xo","xoooxx xo","xoooxxxxo"
461,4,4,"draw",0.07093423799999243,"         ","    x    ","o   x    ","o  xx    ","o  xxo   ","o xxxo   ","o xxxoo  ","oxxxxoo  ","oxxxxooo ","oxxxxooox"
462,4,4,"draw",0.07110176199999785,"         ","    x    ","  o x    ","  o xx   ","  ooxx   ","x ooxx   ","x ooxx  o","xxooxx  o","xxooxx oo","xxooxxxoo"
463,4,4,"draw",0.07057073199999309,"         ","    x    ","o   x    ","o   x  x ","oo  x  x ","oox x  x ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
464,4,4,"draw",0.07134702400000492,"         ","    x    ","o   x    ","ox  x    ","ox  x  o ","ox  x xo ","oxo x xo ","oxoxx xo ","oxoxxoxo ","oxoxxoxox"
465,4,5,"draw",0.13100099500000795,"         ","    x    ","  o x    "," xo x    "," xo x  o "," xo x  ox","oxo x  ox","oxo xx ox","oxooxx ox","oxooxxxox"
466,4,5,"draw",0.1281690929999968,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
467,4,5,"draw",0.1285084520000055,"         ","    x    ","o   x    ","o   x  x ","oo  x  x ","oox x  x ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
468,4,5,"draw",0.13059444300000678,"         ","    x    ","    x   o","    xx  o","   oxx  o","   oxxx o","  ooxxx o","  ooxxxxo"," oooxxxxo","xoooxxxxo"
469,4,5,"draw",0.13064558300000328,"         ","    x    ","    x   o","    x  xo"," o  x  xo"," ox x  xo"," ox x oxo"," oxxx oxo"," oxxxooxo","xoxxxooxo"
470,4,5,"draw",0.12878851099999622,"         ","    x    ","    x o  ","    xxo  ","   oxxo  ","x  oxxo  ","x  oxxo o","x  oxxoxo","xo oxxoxo","xoxoxxoxo"
471,4,5,"draw",0.13039663200000007,"         ","    x    ","    x   o","    xx  o","   oxx  o","   oxxx o","  ooxxx o"," xooxxx o"," xooxxxoo","xxooxxxoo"
472,4,5,"draw",0.12842031200000292,"         ","    x    ","  o x    ","  oxx    ","  oxxo   ","  oxxo  x","o oxxo  x","oxoxxo  x","oxoxxo ox","oxoxxoxox"
473,4,5,"draw",0.1311126340000044,"         ","    x    ","    x   o","    x  xo"," o  x  xo"," ox x  xo"," ox x oxo"," ox xxoxo"," oxoxxoxo","xoxoxxoxo"
474,4,5,"draw",0.12836842900000534,"         ","    x    ","o   x    ","o   x  x ","oo  x  x ","oox x  x ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
475,4,5,"draw",0.13197033599999486,"         ","    x    ","    x   o","    xx  o","   oxx  o","   oxxx o","  ooxxx o","  ooxxxxo"," oooxxxxo","xoooxxxxo"
476,4,5,"draw",0.13116491999998914,"         ","    x    ","  o x    ","  o xx   ","  ooxx   ","x ooxx   ","x ooxx  o","x ooxx xo","xoooxx xo","xoooxxxxo"
477,4,5,"draw",0.1286619170000023,"         ","    x    ","o   x    ","o   x  x ","oo  x  x ","oox x  x ","oox x ox ","ooxxx ox ","ooxxxoox ","ooxxxooxx"
478,4,5,"draw",0.13054518499998835,"         ","    x    ","    x o  ","   xx o  ","   xxoo  ","   xxoo x","o  xxoo x","ox xxoo x","ox xxooox","oxxxxooox"
